Animal_ID,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Somatic_Cell_Count_Actual,Somatic_Cell_Score,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Udder_Thermal_Asymmetry_C,Milk_Yield_Liters,Fat_Pct,Protein_Pct,Lactose_Pct,Rumination_Minutes,Lying_Hours,Activity_Index,Bedding_Hygiene_Score,Teat_Dipping_Practiced,THI_Index,Yield_Drop_Pct,Early_Warning_Lead_Days,Risk_Tier_Label,Risk_Tier_Code,Mastitis_Target
Moo-37456,4.0,4,158,0,435666,5.06,5.52,1.52,6.93,39.16,0.68,430.0,4.34,3.83,4.55,389,7.8,114.6,2,1,83.6,5.9,7.8,Moderate Risk,2,1
Moo-37457,5.0,3,135,0,300000,4.4,5.56,1.43,6.91,39.62,0.84,380.0,3.86,3.25,4.74,407,9.3,148.7,2,1,84.6,0.0,8.3,Moderate Risk,2,1
Moo-37458,3.0,3,127,4,300000,4.17,5.46,1.42,6.91,39.78,1.02,286.0,4.29,3.78,4.81,342,9.4,136.4,3,1,73.8,12.5,9.1,Moderate Risk,2,1
Moo-37459,3.0,2,109,2,300000,4.55,5.32,1.43,6.97,39.58,1.04,426.5,3.51,3.06,4.83,389,9.2,125.8,2,1,81.1,15.2,7.3,Moderate Risk,2,1
Moo-37460,4.0,2,23,2,300000,3.8,5.37,1.37,7.01,39.22,1.12,416.0,3.79,3.17,4.75,385,8.7,140.1,1,0,80.1,0.0,8.2,Moderate Risk,2,1
Moo-37461,2.5,4,308,2,339991,4.6,5.46,1.51,6.83,39.2,0.82,196.0,4.26,3.23,5.02,343,9.4,122.8,2,0,79.8,27.9,6.8,Moderate Risk,2,1
Moo-37462,5.0,2,43,0,51258,2.19,4.72,1.04,6.65,38.61,0.2,324.0,3.57,3.7,4.64,496,12.3,103.3,5,1,61.9,20.6,-1.0,No Risk,0,0
Moo-37463,5.0,1,30,0,150000,3.48,5.01,1.28,6.79,38.89,0.48,464.0,3.58,3.23,4.89,451,9.0,103.6,3,1,71.3,7.4,13.6,Low Risk,1,0
Moo-37464,5.0,5,155,1,370862,5.01,5.44,1.44,6.82,39.42,0.72,419.0,3.17,3.26,4.64,419,9.0,118.3,1,0,77.3,0.0,8.3,Moderate Risk,2,1
Moo-37465,3.0,2,186,0,59972,2.41,4.67,1.08,6.53,38.76,0.11,450.0,4.06,3.17,4.64,452,10.9,108.2,3,1,82.6,0.0,-1.0,No Risk,0,0
Moo-37466,2.5,5,317,0,150000,3.21,5.11,1.19,6.74,38.75,0.48,439.0,2.54,3.01,5.02,441,10.9,111.3,3,1,73.9,0.0,11.7,Low Risk,1,0
Moo-37467,4.0,5,101,0,150000,3.21,5.16,1.15,6.84,38.73,0.3,374.0,4.44,4.36,4.72,450,10.1,115.3,2,1,73.1,11.2,13.4,Low Risk,1,0
Moo-37468,3.0,1,285,0,152694,3.6,4.99,1.24,6.64,39.04,0.41,416.0,3.95,3.6,4.88,435,9.7,87.9,3,0,71.4,3.9,11.3,Low Risk,1,0
Moo-37469,4.0,3,247,2,545311,5.4,5.36,1.39,6.93,39.21,0.96,316.0,3.79,3.55,4.69,431,9.1,148.6,1,0,75.3,18.8,7.2,Moderate Risk,2,1
Moo-37470,3.0,3,72,1,150000,2.9,5.01,1.17,6.66,38.63,0.47,319.5,3.61,3.29,4.96,481,9.6,115.0,3,1,69.9,0.0,12.8,Low Risk,1,0
Moo-37471,3.0,2,243,0,150514,3.8,5.2,1.19,6.59,39.1,0.37,416.0,3.79,3.16,5.01,435,10.8,103.7,3,1,67.5,0.0,11.2,Low Risk,1,0
Moo-37472,3.0,3,97,1,1219094,6.57,5.98,1.84,7.25,40.08,1.8,154.0,3.93,2.98,4.81,341,8.6,129.8,3,0,79.1,20.6,2.8,High Risk,3,1
Moo-37473,3.0,3,105,0,98740,2.78,4.99,1.09,6.59,38.35,0.12,254.0,4.24,3.35,4.74,477,11.8,107.8,5,0,79.4,20.1,-1.0,No Risk,0,0
Moo-37474,4.0,2,24,2,750000,5.97,5.65,2.29,7.31,39.53,2.02,380.0,2.98,3.17,4.91,317,7.9,135.1,1,0,74.3,22.8,3.0,High Risk,3,1
Moo-37475,4.0,4,218,0,373011,4.99,5.57,1.49,7.02,39.2,1.09,284.5,4.17,3.81,4.69,392,10.3,140.3,2,0,81.0,0.0,8.8,Moderate Risk,2,1
Moo-37476,3.0,1,231,1,300000,3.92,5.26,1.47,7.05,38.9,0.85,309.0,2.31,3.27,4.91,411,9.2,135.2,2,0,76.0,18.9,6.9,Moderate Risk,2,1
Moo-37477,4.0,1,65,1,2978787,7.93,5.45,2.25,7.16,40.12,2.14,285.5,4.12,3.62,4.73,275,7.3,130.9,2,0,75.6,0.0,1.3,High Risk,3,1
Moo-37478,4.0,1,163,0,36262,1.8,4.69,1.08,6.52,38.85,0.19,140.0,4.27,4.07,4.68,491,11.9,95.4,4,0,74.4,35.8,-1.0,No Risk,0,0
Moo-37479,3.0,5,270,3,2188863,7.4,6.35,1.91,7.25,39.39,1.53,196.0,3.95,4.32,4.61,314,8.0,173.0,3,0,75.3,24.3,2.7,High Risk,3,1
Moo-37480,6.0,3,285,0,750000,5.5,5.42,1.77,7.44,40.09,2.4,249.0,4.21,3.75,4.62,285,8.2,154.7,1,0,78.7,0.0,2.3,High Risk,3,1
Moo-37481,4.0,2,88,1,1150014,6.58,6.0,1.63,7.21,40.16,1.44,301.0,4.22,3.73,4.76,340,8.0,125.2,2,1,76.5,0.0,2.1,High Risk,3,1
Moo-37482,5.0,5,140,1,25000,1.17,4.88,1.08,6.58,38.49,0.15,201.0,3.57,3.64,4.8,472,11.6,101.5,5,1,71.9,0.0,-1.0,No Risk,0,0
Moo-37483,3.0,1,102,2,406401,4.89,5.51,1.51,6.77,39.31,1.1,389.0,4.46,3.85,4.75,396,9.3,115.0,1,0,73.4,0.0,7.7,Moderate Risk,2,1
Moo-37484,4.0,1,66,0,750000,5.86,6.32,2.16,7.43,40.12,2.35,276.5,4.27,3.83,4.69,214,6.2,175.5,1,0,83.7,0.0,3.2,High Risk,3,1
Moo-37485,5.0,5,49,0,25000,0.5,4.72,1.14,6.58,38.46,0.18,426.0,4.31,3.79,4.75,482,11.7,102.4,4,1,75.5,0.0,-1.0,No Risk,0,0
Moo-37486,2.5,3,259,0,150000,3.43,4.87,1.24,6.73,38.85,0.43,378.0,4.68,3.15,4.98,416,10.0,100.3,3,1,70.3,0.3,12.3,Low Risk,1,0
Moo-37487,2.5,5,92,0,53557,1.88,4.9,1.02,6.63,38.26,0.17,344.0,3.27,3.33,4.83,481,11.3,102.1,5,0,76.6,5.0,-1.0,No Risk,0,0
Moo-37488,5.0,5,268,0,37666,1.99,5.01,1.04,6.51,38.52,0.21,480.0,5.52,3.14,4.87,461,11.1,102.8,5,1,71.9,0.0,-1.0,No Risk,0,0
Moo-37489,3.0,3,95,4,397416,5.01,5.37,1.35,7.01,39.77,0.75,384.0,3.37,3.6,4.88,378,8.8,138.4,3,1,75.3,0.0,7.2,Moderate Risk,2,1
Moo-37490,5.0,2,107,1,40082,1.74,4.95,1.13,6.57,38.65,0.08,256.0,4.51,3.88,4.69,518,11.0,101.3,5,1,72.9,4.8,-1.0,No Risk,0,0
Moo-37491,2.5,3,114,0,55925,2.05,4.85,1.04,6.57,38.4,0.18,136.0,3.96,3.28,4.81,484,11.0,92.2,4,1,68.9,11.7,-1.0,No Risk,0,0
Moo-37492,3.0,2,210,0,871662,6.24,6.04,1.82,7.36,41.22,2.01,289.0,4.08,3.64,4.81,328,6.5,165.4,1,0,78.3,10.5,1.6,High Risk,3,1
Moo-37493,3.0,5,205,1,300000,4.37,5.54,1.51,6.78,39.75,1.12,136.0,2.53,3.51,4.81,312,9.1,125.0,1,0,77.3,0.0,9.5,Moderate Risk,2,1
Moo-37494,4.0,3,26,0,150000,3.46,5.07,1.23,6.7,38.93,0.5,198.0,4.65,4.16,4.51,411,10.2,103.2,2,1,74.9,13.5,12.4,Low Risk,1,0
Moo-37495,4.0,1,155,1,150000,2.73,5.11,1.22,6.7,39.02,0.47,124.0,4.35,4.26,4.61,412,9.9,117.4,4,1,76.3,0.0,13.1,Low Risk,1,0
Moo-37496,3.0,4,275,1,33872,1.59,4.67,1.03,6.62,38.24,0.15,489.0,4.18,3.6,4.86,519,11.2,94.5,5,1,75.4,4.7,-1.0,No Risk,0,0
Moo-37497,3.0,1,134,0,300000,3.8,5.29,1.39,6.87,39.33,1.01,289.0,4.08,3.64,4.81,395,7.8,117.2,4,1,79.1,9.7,6.9,Moderate Risk,2,1
Moo-37498,4.0,4,134,1,353517,4.89,5.66,1.34,6.77,39.17,1.05,284.5,4.17,3.81,4.69,341,9.1,139.5,3,1,73.6,0.0,9.0,Moderate Risk,2,1
Moo-37499,3.0,2,27,0,31293,1.9,4.81,1.03,6.6,38.36,0.13,192.0,4.59,4.21,4.79,491,11.6,98.1,5,1,73.2,1.0,-1.0,No Risk,0,0
Moo-37500,2.5,3,164,0,1511945,7.03,5.83,2.28,7.45,40.01,1.41,405.0,4.18,3.07,4.94,301,6.8,158.4,1,0,76.8,0.0,2.9,High Risk,3,1
Moo-37501,6.0,3,135,0,58515,2.17,4.91,1.11,6.53,38.21,0.21,354.0,4.45,3.58,4.86,467,11.5,99.4,4,1,68.6,0.0,-1.0,No Risk,0,0
Moo-37502,4.0,1,39,0,27688,0.61,4.86,1.02,6.63,38.28,0.19,382.0,3.97,3.1,4.66,473,12.3,89.6,4,1,76.2,5.9,-1.0,No Risk,0,0
Moo-37503,3.0,4,244,1,1087599,6.39,6.13,1.89,7.36,40.67,2.21,379.0,4.1,3.11,4.78,301,7.7,148.4,1,0,77.2,0.0,1.7,High Risk,3,1
Moo-37504,3.0,3,306,0,62807,2.24,4.89,1.06,6.63,38.51,0.06,496.0,2.1,3.36,4.92,479,11.8,95.8,5,1,78.4,0.0,-1.0,No Risk,0,0
Moo-37505,4.0,5,316,1,39242,1.61,4.65,1.07,6.45,38.85,0.05,393.0,4.15,3.32,4.83,474,10.8,95.7,5,1,73.6,0.0,-1.0,No Risk,0,0
Moo-37506,4.0,4,37,0,750000,5.5,5.66,2.04,7.23,39.92,1.26,316.0,3.79,3.68,4.84,311,7.6,150.4,1,0,79.1,0.0,1.1,High Risk,3,1
Moo-37507,4.0,4,204,0,156414,3.62,5.12,1.28,6.75,38.65,0.47,317.0,3.46,3.11,4.53,431,10.2,106.6,2,0,80.5,4.2,13.1,Low Risk,1,0
Moo-37508,2.5,2,261,1,28801,1.4,5.07,1.1,6.63,38.95,0.17,321.0,4.41,3.89,5.04,461,12.1,95.3,5,1,74.8,0.0,-1.0,No Risk,0,0
Moo-37509,3.0,2,261,1,52565,1.79,4.8,1.07,6.57,38.47,0.19,471.0,4.11,3.82,4.79,477,11.7,92.5,5,1,72.1,0.0,-1.0,No Risk,0,0
Moo-37510,3.0,1,88,4,2788890,7.78,6.03,1.94,7.25,40.12,1.6,286.0,4.29,3.78,4.81,348,7.0,168.4,3,0,71.9,25.9,3.4,High Risk,3,1
Moo-37511,2.5,4,188,0,150000,3.03,5.1,1.2,6.74,38.36,0.39,426.0,6.05,2.97,4.76,392,10.1,107.9,3,0,70.7,17.4,13.7,Low Risk,1,0
Moo-37512,3.0,1,178,3,300000,4.05,5.83,1.55,6.71,38.88,0.72,483.0,2.98,3.09,4.81,374,8.5,133.3,3,0,82.7,12.0,6.2,Moderate Risk,2,1
Moo-37513,2.5,5,296,0,874227,6.0,6.37,2.32,7.18,40.06,1.82,359.0,3.66,3.1,4.91,257,7.8,160.9,2,0,74.1,8.9,2.3,High Risk,3,1
Moo-37514,5.0,2,200,0,96729,2.78,4.7,1.09,6.46,38.23,0.07,585.0,4.1,3.17,4.77,410,11.1,100.9,4,1,75.8,0.0,-1.0,No Risk,0,0
Moo-37515,3.0,3,153,1,300000,4.57,5.46,1.3,6.97,39.37,1.09,418.0,3.52,3.06,4.82,377,9.6,118.2,2,1,77.9,16.4,6.5,Moderate Risk,2,1
Moo-37516,3.0,1,195,1,300000,4.43,5.36,1.32,6.8,39.16,0.7,468.0,2.61,3.71,4.87,365,9.3,126.8,2,1,80.7,0.0,7.5,Moderate Risk,2,1
Moo-37517,3.0,5,297,1,898756,6.08,5.37,1.69,7.32,39.96,1.61,256.0,4.06,3.55,4.8,330,8.4,167.8,1,0,78.5,22.9,1.5,High Risk,3,1
Moo-37518,3.0,4,180,0,150000,3.67,5.14,1.25,6.71,39.01,0.44,394.0,4.06,3.49,4.89,430,11.0,117.6,2,1,73.9,2.5,12.5,Low Risk,1,0
Moo-37519,4.0,3,64,1,500092,5.24,5.35,1.37,6.9,39.32,0.96,285.5,4.12,3.62,4.73,317,8.8,120.9,2,0,74.3,14.0,6.7,Moderate Risk,2,1
Moo-37520,4.0,5,37,0,39319,1.92,4.8,1.08,6.62,38.5,0.1,366.0,3.87,3.52,4.72,506,11.0,91.2,4,1,76.1,8.5,-1.0,No Risk,0,0
Moo-37521,5.0,2,63,1,404825,4.86,5.58,1.49,6.89,39.22,0.87,188.0,3.82,2.89,4.76,397,9.0,118.7,2,0,75.4,40.7,9.5,Moderate Risk,2,1
Moo-37522,4.0,2,81,0,86519,2.8,4.78,1.05,6.56,38.51,0.16,367.0,3.08,3.89,4.72,474,11.4,101.8,5,1,84.8,8.2,-1.0,No Risk,0,0
Moo-37523,2.5,1,206,0,38838,1.79,4.87,1.05,6.66,38.79,0.13,306.0,4.78,3.34,4.94,480,12.4,97.3,4,1,72.3,11.8,-1.0,No Risk,0,0
Moo-37524,5.0,4,228,0,52587,1.67,4.88,1.12,6.54,38.36,0.15,266.0,4.02,3.37,4.94,540,11.4,114.5,4,1,69.1,23.6,-1.0,No Risk,0,0
Moo-37525,4.0,1,98,0,95675,2.62,4.89,1.06,6.54,38.88,0.22,570.0,2.84,3.14,4.52,457,11.8,103.4,4,1,71.4,0.0,-1.0,No Risk,0,0
Moo-37526,3.0,1,113,0,1054811,6.5,5.92,2.29,7.21,39.89,2.22,226.0,3.18,4.09,4.91,378,7.0,160.7,2,0,83.7,18.1,2.1,High Risk,3,1
Moo-37527,5.0,4,296,2,58223,2.37,4.85,1.09,6.58,38.54,0.06,338.0,3.75,3.51,4.59,509,10.7,100.5,4,1,69.0,0.0,-1.0,No Risk,0,0
Moo-37528,4.0,2,81,1,150000,2.84,5.19,1.24,6.56,38.43,0.55,600.0,3.48,3.26,4.96,392,10.9,116.7,3,0,80.0,0.0,11.7,Low Risk,1,0
Moo-37529,4.0,2,209,0,42754,2.09,4.81,1.09,6.61,38.78,0.21,479.0,3.62,3.15,4.89,506,12.3,100.8,4,1,75.5,0.0,-1.0,No Risk,0,0
Moo-37530,2.5,4,201,0,38197,1.89,4.8,1.12,6.56,38.69,0.12,401.0,3.03,3.34,5.15,498,11.2,92.4,3,1,73.3,0.0,-1.0,No Risk,0,0
Moo-37531,3.0,3,261,0,150000,2.7,5.09,1.21,6.68,39.21,0.31,335.0,4.13,3.8,4.89,461,10.9,112.0,4,1,74.4,0.0,11.7,Low Risk,1,0
Moo-37532,3.0,5,187,0,36899,1.67,4.73,1.11,6.51,38.16,0.19,206.0,4.66,4.13,4.67,506,10.9,97.5,5,1,73.6,7.2,-1.0,No Risk,0,0
Moo-37533,4.0,2,310,1,436218,4.91,5.49,1.53,7.06,39.09,0.66,335.0,3.14,3.19,4.69,310,8.2,133.4,2,0,76.5,4.6,7.4,Moderate Risk,2,1
Moo-37534,3.0,3,67,0,57422,2.0,4.86,1.09,6.6,38.66,0.08,232.0,2.55,3.5,4.74,493,11.5,105.1,5,1,78.9,0.0,-1.0,No Risk,0,0
Moo-37535,4.0,4,307,0,34217,1.46,5.08,1.07,6.53,38.64,0.14,461.0,4.34,3.82,4.9,494,12.1,102.5,5,1,71.1,9.8,-1.0,No Risk,0,0
Moo-37536,5.0,5,310,2,863170,5.89,5.38,2.26,7.12,40.54,1.41,381.0,3.83,3.35,4.75,268,6.9,157.6,1,0,82.0,30.5,3.0,High Risk,3,1
Moo-37537,4.0,2,285,3,300000,4.36,5.42,1.51,6.91,39.35,0.92,301.0,4.22,3.73,4.76,308,9.3,131.9,3,1,76.9,0.0,8.4,Moderate Risk,2,1
Moo-37538,3.0,4,315,0,76344,2.64,4.58,1.04,6.66,38.27,0.19,436.0,4.08,3.5,4.89,465,11.2,101.7,4,1,74.3,8.8,-1.0,No Risk,0,0
Moo-37539,5.0,3,262,0,316705,4.7,5.09,1.37,6.88,39.52,0.82,297.5,4.09,3.63,4.73,389,10.1,135.8,2,0,77.1,0.0,9.6,Moderate Risk,2,1
Moo-37540,4.0,2,213,1,2486689,7.58,6.19,1.62,7.45,40.46,2.22,401.0,3.7,3.09,4.78,282,6.9,139.1,1,0,82.0,0.0,2.8,High Risk,3,1
Moo-37541,3.0,5,241,0,45438,2.13,4.98,1.07,6.57,38.51,0.16,296.0,4.04,3.71,4.41,498,10.6,102.8,5,1,69.9,6.0,-1.0,No Risk,0,0
Moo-37542,2.5,1,52,0,3542570,8.15,6.01,2.29,7.23,40.34,1.74,402.0,4.1,3.01,5.03,279,7.1,133.1,2,0,74.6,0.0,2.3,High Risk,3,1
Moo-37543,4.0,3,318,1,72812,2.47,5.05,1.02,6.54,38.59,0.2,222.0,3.72,3.46,4.63,516,12.9,100.5,5,1,71.8,0.0,-1.0,No Risk,0,0
Moo-37544,5.0,1,317,0,750000,5.76,5.89,2.3,7.26,40.25,1.87,287.0,4.08,3.59,4.72,253,6.9,141.2,1,0,80.4,29.3,2.7,High Risk,3,1
Moo-37545,3.0,2,148,1,49653,2.07,5.01,1.04,6.53,38.68,0.12,418.0,2.75,3.64,5.02,503,11.6,97.8,4,1,76.8,6.9,-1.0,No Risk,0,0
Moo-37546,3.0,3,115,0,50543,1.83,4.86,1.09,6.51,38.61,0.14,251.0,4.87,4.14,5.01,503,12.0,104.0,4,1,75.9,10.7,-1.0,No Risk,0,0
Moo-37547,3.0,1,170,0,150000,3.32,5.23,1.18,6.69,38.66,0.34,281.0,4.01,3.41,4.88,467,10.8,98.9,2,0,82.5,14.8,12.5,Low Risk,1,0
Moo-37548,5.0,1,85,0,150000,2.84,5.21,1.15,6.73,38.97,0.51,265.0,4.0,3.42,4.56,334,10.6,100.9,2,0,72.3,0.0,13.6,Low Risk,1,0
Moo-37549,6.0,3,202,0,380243,4.89,5.27,1.47,6.99,39.34,0.95,253.5,4.2,3.71,4.66,405,9.0,123.6,2,0,72.0,4.3,9.9,Moderate Risk,2,1
Moo-37550,3.0,5,44,0,300000,4.3,5.19,1.33,6.77,39.29,1.14,398.0,3.79,3.21,4.94,346,8.3,126.7,2,0,74.9,0.0,7.6,Moderate Risk,2,1
Moo-37551,4.0,5,151,0,65803,2.51,4.74,1.08,6.64,38.54,0.11,585.0,3.96,2.89,4.97,484,10.9,87.6,4,1,74.9,0.0,-1.0,No Risk,0,0
Moo-37552,3.0,2,217,1,150000,2.7,5.17,1.16,6.57,38.88,0.47,274.0,4.24,3.52,4.86,456,9.4,113.9,2,1,64.8,16.0,14.0,Low Risk,1,0
Moo-37553,3.0,1,63,0,1914482,7.27,6.04,2.12,7.37,40.75,1.31,304.0,3.36,3.66,4.88,298,8.8,159.4,2,0,77.3,11.1,2.8,High Risk,3,1
Moo-37554,4.0,1,144,1,33305,1.53,5.01,1.02,6.64,38.45,0.14,538.0,3.55,2.94,5.01,497,12.0,107.0,5,1,71.3,0.0,-1.0,No Risk,0,0
Moo-37555,2.5,1,214,1,25000,0.95,4.72,1.03,6.63,38.63,0.22,312.0,4.35,4.03,4.88,496,11.7,89.2,4,1,72.0,8.0,-1.0,No Risk,0,0
Moo-37556,3.0,4,176,2,25000,0.5,4.69,1.04,6.57,38.4,0.17,264.0,4.43,3.52,5.03,440,10.2,109.3,5,1,75.7,28.6,-1.0,No Risk,0,0
Moo-37557,5.0,3,233,0,75046,2.32,4.5,1.11,6.56,38.56,0.09,322.0,2.41,4.23,4.82,489,11.1,102.7,4,1,81.3,0.0,-1.0,No Risk,0,0
Moo-37558,4.0,5,227,3,1760374,7.13,6.16,2.15,7.31,40.63,1.91,401.0,3.7,3.09,4.78,289,6.5,147.5,1,0,85.0,0.0,1.5,High Risk,3,1
Moo-37559,5.0,2,68,0,77754,2.73,5.04,1.11,6.52,38.48,0.06,294.0,5.07,3.87,4.73,478,10.8,104.9,3,1,69.2,12.5,-1.0,No Risk,0,0
Moo-37560,3.0,5,218,1,331937,4.63,5.13,1.36,7.06,39.51,0.88,380.5,3.79,3.48,4.79,390,8.9,120.9,1,1,85.5,0.0,7.3,Moderate Risk,2,1
Moo-37561,3.0,1,291,0,25272,0.5,4.7,1.08,6.58,38.4,0.16,231.0,4.41,4.49,4.55,488,11.5,91.0,3,1,76.9,2.1,-1.0,No Risk,0,0
Moo-37562,4.0,5,236,3,1924535,7.14,6.0,2.33,7.19,40.76,1.28,309.5,3.94,3.44,4.7,251,7.3,155.7,1,0,75.0,13.8,1.6,High Risk,3,1
Moo-37563,2.5,5,55,0,1288042,6.81,6.38,2.33,7.37,40.45,1.35,354.0,3.48,3.14,4.91,294,7.3,141.1,1,0,73.1,0.0,1.8,High Risk,3,1
Moo-37564,3.0,4,168,1,324958,4.55,5.56,1.48,6.88,39.71,0.74,381.0,3.55,3.26,4.79,371,8.8,114.4,3,0,77.7,0.0,8.5,Moderate Risk,2,1
Moo-37565,4.0,2,115,0,379925,4.79,5.48,1.48,6.94,39.71,0.75,350.0,3.4,3.52,4.92,346,10.7,130.7,2,0,71.7,19.2,7.2,Moderate Risk,2,1
Moo-37566,5.0,5,253,1,300000,4.46,5.29,1.47,7.1,39.24,0.95,58.0,3.94,4.28,4.72,369,7.1,140.4,2,1,79.1,70.1,6.2,Moderate Risk,2,1
Moo-37567,3.0,5,223,0,83910,2.56,4.8,1.02,6.67,39.0,0.12,279.5,4.28,3.33,4.8,483,11.3,101.6,4,1,72.4,0.0,-1.0,No Risk,0,0
Moo-37568,4.0,2,136,4,907840,6.11,6.11,1.77,6.99,40.46,1.31,350.0,4.69,3.86,4.58,338,6.5,144.2,2,1,75.1,0.0,1.2,High Risk,3,1
Moo-37569,3.0,2,309,1,31052,1.28,4.7,1.11,6.71,38.47,0.05,256.0,2.35,3.78,4.72,507,11.7,89.5,4,1,80.3,11.7,-1.0,No Risk,0,0
Moo-37570,3.0,5,101,0,60912,2.37,4.81,1.05,6.63,38.54,0.09,537.0,3.74,2.85,4.89,515,11.8,116.6,4,1,78.6,0.0,-1.0,No Risk,0,0
Moo-37571,4.0,1,299,1,300000,4.56,5.18,1.51,6.99,38.99,0.88,285.5,4.12,3.62,4.73,414,8.5,120.0,3,0,78.0,11.6,7.8,Moderate Risk,2,1
Moo-37572,2.5,2,36,0,40616,1.97,4.97,1.08,6.56,38.78,0.17,397.0,3.14,3.3,4.9,448,11.6,95.5,5,1,71.1,0.0,-1.0,No Risk,0,0
Moo-37573,5.0,1,155,1,300000,4.26,5.28,1.41,6.96,39.39,0.72,495.0,3.94,3.26,4.86,382,8.6,122.3,2,0,81.0,6.8,6.5,Moderate Risk,2,1
Moo-37574,3.0,1,239,0,54205,2.44,4.97,1.08,6.53,38.52,0.1,214.0,4.12,3.87,4.83,459,10.6,102.5,5,1,75.1,16.1,-1.0,No Risk,0,0
Moo-37575,2.5,5,259,2,305083,4.44,5.23,1.45,7.02,39.58,0.77,302.5,4.26,3.71,4.87,348,8.8,124.3,1,0,74.0,16.7,6.0,Moderate Risk,2,1
Moo-37576,3.0,1,282,0,754849,5.92,6.22,1.67,7.24,40.74,1.75,380.0,4.0,3.24,4.8,264,8.7,153.9,3,0,91.7,9.5,1.5,High Risk,3,1
Moo-37577,4.0,4,317,1,300000,4.46,5.1,1.41,6.85,39.75,0.88,362.0,4.15,3.56,4.68,391,8.9,124.6,1,0,82.9,0.0,9.7,Moderate Risk,2,1
Moo-37578,4.0,1,103,0,150000,3.16,5.16,1.15,6.64,38.99,0.43,367.0,4.14,3.02,4.91,442,9.7,125.2,2,1,76.3,15.4,12.8,Low Risk,1,0
Moo-37579,5.0,4,41,0,150000,3.26,4.93,1.25,6.67,38.96,0.31,296.0,4.59,4.19,4.67,456,10.9,96.3,3,0,74.5,31.3,11.7,Low Risk,1,0
Moo-37580,4.0,2,89,2,150000,2.73,5.18,1.19,6.74,38.72,0.46,383.0,3.21,3.05,4.81,400,10.4,99.3,4,1,73.3,0.0,11.5,Low Risk,1,0
Moo-37581,5.0,5,252,0,150000,3.03,5.1,1.16,6.77,38.5,0.35,297.0,2.73,3.17,4.75,444,10.4,125.0,3,1,71.3,0.0,12.1,Low Risk,1,0
Moo-37582,4.0,5,293,0,750000,5.59,5.68,2.23,7.14,39.87,2.22,395.5,3.63,3.23,4.79,265,8.8,143.2,1,0,81.9,10.5,1.6,High Risk,3,1
Moo-37583,4.0,3,59,0,300000,3.9,5.48,1.32,6.85,38.95,1.15,284.5,4.17,3.81,4.69,390,10.2,117.0,2,0,74.9,24.3,8.1,Moderate Risk,2,1
Moo-37584,5.0,2,160,0,50683,2.02,4.75,1.07,6.65,38.71,0.08,264.0,4.45,3.68,4.67,450,10.9,101.0,5,1,77.1,0.0,-1.0,No Risk,0,0
Moo-37585,5.0,4,263,0,25000,1.06,4.88,1.14,6.64,38.61,0.11,384.5,3.67,3.57,4.79,441,10.9,105.7,3,1,76.6,0.0,-1.0,No Risk,0,0
Moo-37586,2.5,3,123,2,442150,5.16,5.27,1.55,6.99,38.9,1.1,302.5,4.26,3.71,4.87,365,8.4,123.2,3,0,81.6,0.0,7.4,Moderate Risk,2,1
Moo-37587,3.0,4,75,0,25000,1.2,4.95,1.11,6.63,38.56,0.21,316.0,4.64,3.85,4.56,503,11.6,106.9,4,1,75.5,23.1,-1.0,No Risk,0,0
Moo-37588,4.0,1,100,1,25065,0.96,4.84,1.04,6.64,38.8,0.21,366.0,2.87,2.9,4.87,494,11.7,104.0,5,1,66.3,0.0,-1.0,No Risk,0,0
Moo-37589,5.0,1,238,2,1945044,7.23,5.46,1.62,7.1,40.18,2.14,287.0,4.08,3.59,4.72,295,8.1,174.2,3,0,76.6,12.0,2.9,High Risk,3,1
Moo-37590,2.5,1,229,0,150000,3.36,5.24,1.22,6.71,38.57,0.3,368.0,3.74,3.18,4.83,398,10.1,122.5,3,1,76.3,0.5,11.7,Low Risk,1,0
Moo-37591,3.0,5,157,0,340142,4.68,5.09,1.4,7.02,39.61,0.84,295.5,4.3,3.79,4.77,404,8.6,126.6,2,1,81.8,0.0,6.4,Moderate Risk,2,1
Moo-37592,6.0,1,77,1,35155,1.75,4.81,1.13,6.6,38.39,0.13,490.0,3.59,3.28,4.84,482,10.5,103.4,5,1,73.7,0.0,-1.0,No Risk,0,0
Moo-37593,3.0,5,134,2,750000,5.86,5.92,1.96,7.24,40.32,1.31,380.5,3.79,3.48,4.79,244,7.4,137.3,2,1,78.1,0.0,2.8,High Risk,3,1
Moo-37594,4.0,3,299,1,300000,3.99,5.31,1.45,6.96,39.24,1.1,336.0,4.1,2.9,5.11,350,9.0,132.1,3,0,71.6,3.2,7.6,Moderate Risk,2,1
Moo-37595,5.0,1,204,2,426467,5.07,5.32,1.44,7.02,38.86,0.92,297.5,4.09,3.63,4.73,397,10.0,124.0,2,0,74.4,37.8,7.4,Moderate Risk,2,1
Moo-37596,4.0,5,280,1,341795,4.88,5.4,1.49,6.92,38.98,0.84,401.0,3.7,3.09,4.78,341,7.8,119.3,2,0,77.5,0.0,8.6,Moderate Risk,2,1
Moo-37597,4.0,1,185,3,750000,5.5,6.09,2.34,7.38,40.16,1.83,388.5,3.88,3.38,4.69,304,6.6,115.7,1,0,76.0,0.0,2.2,High Risk,3,1
