Date,Day_Index,Animal_ID,Species,Breed,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Ambient_Temp_C,Humidity_Pct,THI_Index,Bedding_Hygiene_Score,Teat_Dip_Compliance,Milking_Vacuum_Status,EC_Front_Left,EC_Front_Right,EC_Rear_Left,EC_Rear_Right,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Milk_Yield_Liters,Rumination_Minutes,Lying_Hours,Optical_SCC_Proxy,Somatic_Cell_Count_Actual,Days_To_Clinical_Onset,Suspected_Quarter,Will_Develop_Mastitis_in_14Days,Risk_Tier_Label,Risk_Tier_Code
2026-01-07,6,IN-DAIRY-1222,Cattle,HF_Cross,5,3,95,0,34.33,90.24,91.87,2,1,Stable,4.796,4.951,4.838,4.993,4.894,1.041,6.57,38.92,15.93,445.1,12.6,1.664,63266,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1222,Cattle,HF_Cross,5,3,96,0,34.2,70.41,87.77,4,1,Stable,4.977,4.91,4.973,4.915,4.944,1.014,6.611,38.9,16.06,419.5,12.0,1.665,92251,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1222,Cattle,HF_Cross,5,3,97,0,29.11,79.54,81.42,4,1,Stable,4.972,4.839,4.974,4.88,4.916,1.028,6.551,38.89,15.75,432.7,12.6,1.606,62838,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1222,Cattle,HF_Cross,5,3,98,0,30.24,87.72,84.51,3,1,Fluctuating,4.874,4.84,4.919,4.966,4.9,1.026,6.54,38.66,16.12,395.8,12.2,1.46,46792,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1222,Cattle,HF_Cross,5,3,99,0,33.93,77.47,88.73,4,0,Stable,5.018,4.959,4.888,5.001,4.966,1.027,6.502,38.81,16.08,446.8,13.4,1.552,48735,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1222,Cattle,HF_Cross,5,3,100,0,30.32,83.3,83.95,3,1,Stable,4.954,4.84,4.855,4.877,4.881,1.024,6.536,38.77,15.61,441.9,12.4,1.644,56424,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1222,Cattle,HF_Cross,5,3,101,0,35.97,71.39,90.65,1,1,Stable,4.922,4.99,4.853,4.979,4.936,1.028,6.598,39.01,16.53,435.9,13.0,1.563,49195,-1,None,0,No Risk,0
2026-01-14,13,IN-DAIRY-1222,Cattle,HF_Cross,5,3,102,0,31.54,73.66,84.32,4,1,Stable,5.01,4.878,4.924,4.927,4.935,1.027,6.535,38.9,15.99,433.0,12.5,1.515,48292,-1,None,0,No Risk,0
2026-01-15,14,IN-DAIRY-1222,Cattle,HF_Cross,5,3,103,0,31.34,74.64,84.17,2,1,Stable,4.913,4.756,4.787,4.968,4.856,1.045,6.56,39.06,15.39,441.3,13.1,1.676,77355,-1,None,0,No Risk,0
2026-01-16,15,IN-DAIRY-1222,Cattle,HF_Cross,5,3,104,0,38.9,78.69,96.85,2,1,Stable,4.922,4.974,4.806,4.891,4.898,1.035,6.547,38.99,15.89,434.1,12.3,1.551,62280,-1,None,0,No Risk,0
2026-01-17,16,IN-DAIRY-1222,Cattle,HF_Cross,5,3,105,0,30.96,66.14,82.18,3,1,Stable,4.968,4.921,5.004,4.963,4.964,1.017,6.536,38.86,16.63,410.5,11.9,1.573,48949,-1,None,0,No Risk,0
2026-01-18,17,IN-DAIRY-1222,Cattle,HF_Cross,5,3,106,0,31.39,73.31,84.02,3,1,Fluctuating,4.997,5.004,4.811,4.971,4.946,1.04,6.566,38.99,15.63,456.6,12.0,1.539,61807,-1,None,0,No Risk,0
2026-01-19,18,IN-DAIRY-1222,Cattle,HF_Cross,5,3,107,0,28.93,72.24,80.09,4,1,Stable,4.917,4.873,4.931,5.048,4.942,1.036,6.55,38.63,15.76,454.2,12.4,1.729,82876,-1,None,0,No Risk,0
2026-01-20,19,IN-DAIRY-1222,Cattle,HF_Cross,5,3,108,0,36.44,65.33,90.04,2,1,Fluctuating,4.775,4.906,4.876,4.971,4.882,1.041,6.518,38.95,16.46,410.4,12.2,1.629,83167,-1,None,0,No Risk,0
2026-01-21,20,IN-DAIRY-1222,Cattle,HF_Cross,5,3,109,0,29.14,80.51,81.61,3,0,Stable,4.854,4.917,4.935,4.977,4.921,1.025,6.56,38.6,15.41,440.0,12.7,1.624,71540,-1,None,0,No Risk,0
2026-01-22,21,IN-DAIRY-1222,Cattle,HF_Cross,5,3,110,0,33.91,68.88,87.04,4,1,Fluctuating,5.045,4.972,4.782,5.045,4.961,1.055,6.551,38.81,15.64,429.8,12.6,1.602,79016,-1,None,0,No Risk,0
2026-01-23,22,IN-DAIRY-1222,Cattle,HF_Cross,5,3,111,0,31.05,71.87,83.26,4,1,Stable,4.99,4.938,4.933,5.029,4.973,1.019,6.521,38.81,15.05,441.1,12.9,1.556,55813,-1,None,0,No Risk,0
2026-01-24,23,IN-DAIRY-1222,Cattle,HF_Cross,5,3,112,0,27.2,77.07,78.06,1,1,Stable,4.985,5.053,4.851,5.053,4.986,1.042,6.599,39.0,15.5,413.6,12.2,1.494,48358,-1,None,0,No Risk,0
2026-01-25,24,IN-DAIRY-1222,Cattle,HF_Cross,5,3,113,0,28.81,72.41,79.93,3,0,Stable,4.84,4.987,5.091,4.957,4.969,1.052,6.53,38.59,16.02,432.3,12.4,1.586,51143,-1,None,0,No Risk,0
2026-01-26,25,IN-DAIRY-1222,Cattle,HF_Cross,5,3,114,0,38.46,69.24,93.91,5,0,Stable,4.802,5.048,4.707,4.971,4.882,1.072,6.546,38.88,15.46,455.2,12.4,1.61,60650,-1,None,0,No Risk,0
2026-01-27,26,IN-DAIRY-1222,Cattle,HF_Cross,5,3,115,0,31.76,60.11,82.32,4,0,Fluctuating,4.928,4.849,4.944,4.86,4.895,1.02,6.572,38.8,16.55,438.1,12.4,1.582,57147,-1,None,0,No Risk,0
2026-01-28,27,IN-DAIRY-1222,Cattle,HF_Cross,5,3,116,0,27.78,62.19,77.01,2,0,Stable,4.875,4.792,5.087,4.952,4.926,1.061,6.626,38.87,15.74,423.4,12.4,1.569,63641,-1,None,0,No Risk,0
2026-01-29,28,IN-DAIRY-1222,Cattle,HF_Cross,5,3,117,0,32.66,57.24,83.08,3,1,Stable,4.854,5.07,4.856,5.08,4.965,1.047,6.565,38.73,16.27,440.3,11.8,1.624,64607,-1,None,0,No Risk,0
2026-01-30,29,IN-DAIRY-1222,Cattle,HF_Cross,5,3,118,0,30.73,54.99,80.06,2,1,Stable,5.066,5.037,4.815,4.899,4.954,1.052,6.579,38.89,15.46,440.2,12.8,1.494,36950,-1,None,0,No Risk,0
2026-01-31,30,IN-DAIRY-1222,Cattle,HF_Cross,5,3,119,0,32.94,53.24,82.73,5,0,Stable,5.064,4.933,4.905,4.941,4.961,1.032,6.538,38.92,15.95,442.3,13.4,1.587,59373,-1,None,0,No Risk,0
2026-02-01,31,IN-DAIRY-1222,Cattle,HF_Cross,5,3,120,0,30.67,51.64,79.44,5,1,Fluctuating,4.912,4.843,4.94,4.927,4.905,1.02,6.602,38.85,16.43,428.4,12.4,1.57,70094,-1,None,0,No Risk,0
2026-02-02,32,IN-DAIRY-1222,Cattle,HF_Cross,5,3,121,0,26.02,64.42,74.76,2,0,Stable,5.005,4.833,4.868,5.004,4.927,1.035,6.541,38.55,16.22,481.2,13.1,1.621,66957,-1,None,0,No Risk,0
2026-02-03,33,IN-DAIRY-1222,Cattle,HF_Cross,5,3,122,0,27.21,54.11,75.18,3,1,Stable,4.893,4.92,5.01,4.85,4.918,1.033,6.493,38.53,16.41,467.3,12.9,1.574,47619,-1,None,0,No Risk,0
2026-02-04,34,IN-DAIRY-1222,Cattle,HF_Cross,5,3,123,0,32.23,59.71,82.92,4,0,Fluctuating,4.9,5.095,4.862,4.868,4.931,1.048,6.58,38.8,15.76,436.6,12.7,1.433,42910,-1,None,0,No Risk,0
2026-02-05,35,IN-DAIRY-1222,Cattle,HF_Cross,5,3,124,0,25.93,65.78,74.79,3,1,Stable,4.857,4.895,4.93,4.937,4.905,1.016,6.567,38.61,16.09,468.7,12.5,1.562,48690,-1,None,0,No Risk,0
2026-02-06,36,IN-DAIRY-1222,Cattle,HF_Cross,5,3,125,0,25.16,51.11,72.11,3,0,Stable,4.876,5.082,4.991,5.052,5.001,1.042,6.588,38.59,15.75,485.2,13.2,1.574,54653,-1,None,0,No Risk,0
2026-02-07,37,IN-DAIRY-1222,Cattle,HF_Cross,5,3,126,0,27.66,61.67,76.77,1,1,Stable,5.075,4.981,4.878,4.95,4.971,1.04,6.578,38.8,15.76,439.2,12.1,1.488,35782,-1,None,0,No Risk,0
2026-02-08,38,IN-DAIRY-1222,Cattle,HF_Cross,5,3,127,0,24.85,60.16,72.63,5,0,Stable,4.921,4.78,5.013,4.89,4.901,1.049,6.584,38.58,15.81,449.5,12.4,1.587,48757,-1,None,0,No Risk,0
2026-02-09,39,IN-DAIRY-1222,Cattle,HF_Cross,5,3,128,0,31.6,60.84,82.23,3,0,Stable,5.026,4.783,4.829,4.914,4.888,1.051,6.547,38.87,15.5,454.1,12.5,1.633,70594,-1,None,0,No Risk,0
2026-02-10,40,IN-DAIRY-1222,Cattle,HF_Cross,5,3,129,0,27.78,61.21,76.89,4,1,Stable,4.91,4.958,4.675,4.881,4.856,1.061,6.573,38.82,15.96,439.3,12.4,1.636,62874,-1,None,0,No Risk,0
2026-02-11,41,IN-DAIRY-1222,Cattle,HF_Cross,5,3,130,0,23.82,64.59,71.59,3,1,Stable,5.163,4.98,4.951,4.854,4.987,1.064,6.529,38.68,16.1,430.6,12.6,1.664,69194,-1,None,0,No Risk,0
2026-02-12,42,IN-DAIRY-1222,Cattle,HF_Cross,5,3,131,0,25.67,45.75,72.18,4,0,Stable,4.939,4.994,4.813,5.038,4.946,1.047,6.56,38.52,16.36,437.5,12.3,1.637,49842,-1,None,0,No Risk,0
2026-02-13,43,IN-DAIRY-1222,Cattle,HF_Cross,5,3,132,0,24.74,54.11,71.85,3,1,Stable,4.909,4.915,5.045,4.989,4.964,1.028,6.572,38.46,16.67,441.9,12.8,1.662,80018,-1,None,0,No Risk,0
2026-02-14,44,IN-DAIRY-1222,Cattle,HF_Cross,5,3,133,0,25.14,58.62,72.88,2,1,Stable,4.918,4.853,4.894,4.89,4.889,1.013,6.562,38.49,15.77,474.0,12.7,1.541,51039,-1,None,0,No Risk,0
2026-02-15,45,IN-DAIRY-1222,Cattle,HF_Cross,5,3,134,0,24.58,50.81,71.31,3,1,Stable,4.867,5.059,4.954,5.051,4.983,1.039,6.544,38.55,16.71,458.9,13.3,1.519,67733,-1,None,0,No Risk,0
2026-02-16,46,IN-DAIRY-1222,Cattle,HF_Cross,5,3,135,0,24.58,69.94,73.23,3,1,Stable,4.957,4.976,4.845,4.975,4.938,1.027,6.563,38.46,16.33,440.1,12.4,1.565,49302,-1,None,0,No Risk,0
2026-02-17,47,IN-DAIRY-1222,Cattle,HF_Cross,5,3,136,0,28.4,54.7,76.86,4,0,Stable,5.026,4.922,4.986,4.984,4.979,1.021,6.509,38.82,14.87,447.3,12.7,1.621,62184,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1222,Cattle,HF_Cross,5,3,137,0,26.54,50.91,73.89,5,1,Fluctuating,4.74,4.927,4.983,4.906,4.889,1.051,6.542,38.59,16.68,470.4,12.6,1.644,67440,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1222,Cattle,HF_Cross,5,3,138,0,19.16,52.09,64.25,3,1,Stable,4.889,4.922,4.95,5.04,4.95,1.031,6.601,38.56,15.68,477.7,12.4,1.589,47019,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1222,Cattle,HF_Cross,5,3,139,0,22.07,65.28,69.11,3,1,Stable,4.939,4.78,4.857,5.029,4.901,1.052,6.585,38.42,16.41,440.8,12.3,1.586,56636,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1222,Cattle,HF_Cross,5,3,140,0,23.27,52.25,69.71,4,1,Stable,4.842,4.917,4.86,4.919,4.885,1.016,6.547,38.49,16.25,453.1,12.9,1.555,58473,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1222,Cattle,HF_Cross,5,3,141,0,22.59,77.41,70.84,4,1,Stable,4.893,4.898,4.855,4.712,4.839,1.04,6.57,38.57,16.56,462.2,13.1,1.574,87548,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1222,Cattle,HF_Cross,5,3,142,0,25.61,53.61,72.97,4,1,Fluctuating,4.807,4.94,4.847,5.046,4.91,1.05,6.565,38.56,15.86,444.3,11.8,1.659,62044,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1222,Cattle,HF_Cross,5,3,143,0,23.26,57.5,70.16,1,1,Stable,5.02,4.902,4.916,4.936,4.943,1.024,6.548,38.59,16.25,449.8,12.7,1.588,58965,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1222,Cattle,HF_Cross,5,3,144,0,27.87,80.33,79.56,4,1,Stable,4.819,5.001,4.986,4.87,4.919,1.038,6.55,38.8,16.2,438.6,12.9,1.597,77087,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1222,Cattle,HF_Cross,5,3,145,0,27.68,64.74,77.2,4,1,Stable,4.781,5.133,5.047,4.866,4.957,1.074,6.532,38.84,16.55,439.9,12.3,1.672,120629,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1222,Cattle,HF_Cross,5,3,146,0,26.82,73.21,76.99,3,0,Stable,4.759,4.897,4.817,4.987,4.865,1.048,6.563,38.91,15.24,462.1,12.8,1.583,43537,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1222,Cattle,HF_Cross,5,3,147,0,25.78,83.77,76.58,3,1,Stable,5.156,4.883,5.036,4.996,5.018,1.056,6.498,38.86,14.91,463.5,12.0,1.614,63363,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1222,Cattle,HF_Cross,5,3,148,0,29.27,70.66,80.37,5,1,Stable,5.06,4.935,4.894,5.007,4.974,1.034,6.543,38.71,15.3,416.0,12.1,1.467,45924,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,216,0,32.86,74.82,86.56,4,1,Stable,5.215,4.875,4.446,4.663,4.8,1.173,6.658,38.67,14.83,437.0,11.4,1.474,42986,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,217,0,25.9,84.39,76.84,1,0,Stable,5.114,4.871,4.556,4.83,4.843,1.123,6.638,38.65,14.82,438.3,11.7,1.574,40346,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,218,0,29.56,69.65,80.67,4,1,Fluctuating,5.267,5.06,4.515,4.767,4.902,1.166,6.681,38.68,14.49,449.5,11.6,1.537,68578,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,219,0,32.89,69.09,85.56,2,1,Stable,5.213,4.908,4.511,4.787,4.855,1.156,6.646,38.55,14.21,442.2,12.1,1.669,90814,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,220,0,32.44,71.07,85.24,3,1,Stable,5.364,4.864,4.652,4.882,4.94,1.153,6.619,38.54,14.57,442.4,11.9,1.596,64451,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,221,0,30.56,76.88,83.32,1,1,Stable,5.275,5.02,4.487,4.771,4.888,1.176,6.63,38.6,14.77,443.6,11.8,1.508,53076,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,222,0,30.98,77.5,84.07,3,0,Stable,5.2,4.994,4.655,4.758,4.902,1.117,6.684,38.5,14.1,447.9,11.6,1.589,61353,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,223,0,35.69,72.01,90.36,3,0,Stable,5.151,4.934,4.578,4.764,4.857,1.125,6.638,38.58,14.51,438.6,11.4,1.632,54862,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,224,0,34.47,73.1,88.71,3,0,Fluctuating,5.256,5.032,4.402,4.724,4.853,1.194,6.702,38.61,14.87,445.2,11.9,1.627,106756,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,225,0,29.45,63.22,79.55,4,1,Stable,5.233,5.058,4.41,4.716,4.854,1.187,6.613,38.41,14.24,414.7,11.3,1.579,74276,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,226,0,31.18,85.67,85.75,3,1,Fluctuating,5.153,5.115,4.624,4.816,4.927,1.114,6.58,38.66,13.85,441.7,11.2,1.569,66604,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,227,0,33.53,71.59,86.99,4,1,Stable,5.331,5.013,4.3,4.746,4.848,1.24,6.653,38.48,14.27,417.8,11.3,1.56,55966,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,228,0,35.56,66.75,89.06,4,0,Fluctuating,5.278,4.979,4.432,4.725,4.854,1.191,6.662,38.63,14.7,450.0,12.0,1.799,93091,-1,None,0,No Risk,0
2026-01-14,13,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,229,0,32.82,83.29,88.03,3,1,Fluctuating,5.385,4.873,4.597,4.856,4.928,1.171,6.683,38.75,14.14,453.5,11.1,1.626,39124,-1,None,0,No Risk,0
2026-01-15,14,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,230,0,31.23,66.21,82.59,5,1,Stable,5.283,5.041,4.64,4.795,4.94,1.139,6.671,38.54,14.29,437.4,11.6,1.66,65561,-1,None,0,No Risk,0
2026-01-16,15,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,231,0,35.95,68.18,89.94,2,1,Stable,5.313,4.958,4.573,4.836,4.92,1.162,6.685,38.59,14.47,453.6,11.7,1.456,39066,-1,None,0,No Risk,0
2026-01-17,16,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,232,0,33.6,65.19,85.88,2,1,Stable,5.325,4.883,4.522,4.67,4.85,1.178,6.634,38.63,14.5,423.5,11.3,1.505,45366,-1,None,0,No Risk,0
2026-01-18,17,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,233,0,35.4,72.67,90.05,3,1,Stable,5.366,5.041,4.464,4.823,4.924,1.202,6.623,38.69,14.86,445.5,11.9,1.548,52115,-1,None,0,No Risk,0
2026-01-19,18,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,234,0,33.36,73.93,87.17,4,1,Stable,5.239,5.114,4.519,4.758,4.908,1.159,6.604,38.58,14.51,452.4,11.8,1.487,41412,-1,None,0,No Risk,0
2026-01-20,19,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,235,0,28.96,70.09,79.84,5,1,Stable,5.158,4.973,4.548,4.831,4.878,1.134,6.706,38.8,14.44,450.1,11.4,1.537,42457,-1,None,0,No Risk,0
2026-01-21,20,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,236,0,26.67,81.42,77.76,4,1,Stable,5.385,5.051,4.466,4.822,4.931,1.206,6.636,38.6,13.96,429.4,11.3,1.68,64615,-1,None,0,No Risk,0
2026-01-22,21,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,237,0,31.74,77.56,85.28,3,0,Stable,5.389,5.138,4.424,4.62,4.893,1.218,6.644,38.74,13.81,461.9,11.9,1.515,33283,-1,None,0,No Risk,0
2026-01-23,22,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,238,0,35.93,62.44,88.68,2,1,Stable,5.39,5.186,4.477,4.682,4.934,1.204,6.647,38.52,14.14,430.3,11.2,1.575,48791,-1,None,0,No Risk,0
2026-01-24,23,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,239,0,30.07,77.55,82.66,2,1,Stable,5.259,4.911,4.596,4.794,4.89,1.144,6.639,38.61,13.96,450.4,12.2,1.53,53238,-1,None,0,No Risk,0
2026-01-25,24,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,240,0,35.82,78.6,91.94,3,1,Stable,5.253,5.021,4.664,4.832,4.943,1.126,6.656,38.47,14.52,448.4,10.7,1.523,48434,-1,None,0,No Risk,0
2026-01-26,25,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,241,0,31.33,56.62,81.15,2,1,Stable,5.249,5.134,4.52,4.705,4.902,1.161,6.649,38.52,14.77,442.0,11.7,1.629,76595,-1,None,0,No Risk,0
2026-01-27,26,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,242,0,26.69,65.17,75.83,3,0,Stable,5.452,4.962,4.472,4.892,4.944,1.219,6.673,38.24,15.4,468.3,12.1,1.568,66616,-1,None,0,No Risk,0
2026-01-28,27,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,243,0,36.65,64.29,90.11,2,1,Fluctuating,5.336,5.029,4.485,4.782,4.908,1.19,6.664,38.61,14.17,433.5,11.4,1.661,74787,-1,None,0,No Risk,0
2026-01-29,28,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,244,0,33.72,65.74,86.16,3,1,Stable,5.16,4.938,4.383,4.814,4.824,1.177,6.678,38.62,14.54,451.0,11.8,1.634,58866,-1,None,0,No Risk,0
2026-01-30,29,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,245,0,32.22,59.9,82.94,4,1,Stable,5.313,5.012,4.504,4.851,4.92,1.18,6.664,38.53,13.92,437.1,11.9,1.668,73326,-1,None,0,No Risk,0
2026-01-31,30,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,246,0,27.55,48.44,74.9,3,1,Fluctuating,5.313,5.079,4.49,4.843,4.931,1.183,6.598,38.36,14.81,472.8,11.6,1.584,63150,-1,None,0,No Risk,0
2026-02-01,31,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,247,0,27.38,58.8,76.01,5,1,Stable,5.227,4.963,4.543,4.964,4.924,1.151,6.617,38.37,14.46,455.6,11.8,1.611,62458,-1,None,0,No Risk,0
2026-02-02,32,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,248,0,29.75,63.22,79.98,4,1,Stable,5.329,4.939,4.488,4.732,4.872,1.187,6.679,38.52,14.77,468.2,11.9,1.685,71288,-1,None,0,No Risk,0
2026-02-03,33,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,249,0,24.78,39.53,70.41,4,1,Stable,5.411,5.013,4.567,4.642,4.908,1.185,6.642,38.13,14.85,466.6,11.2,1.668,52418,-1,None,0,No Risk,0
2026-02-04,34,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,250,0,26.72,56.9,74.85,3,1,Stable,5.22,4.943,4.543,4.765,4.867,1.149,6.685,38.35,14.93,467.5,11.4,1.634,55214,-1,None,0,No Risk,0
2026-02-05,35,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,251,0,27.8,35.0,73.45,2,0,Stable,5.099,5.121,4.6,4.764,4.896,1.113,6.627,38.07,14.13,461.8,11.3,1.696,78479,-1,None,0,No Risk,0
2026-02-06,36,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,252,0,24.42,48.31,70.85,5,1,Stable,5.156,4.908,4.53,4.844,4.859,1.138,6.639,38.44,14.98,493.3,12.5,1.661,67829,-1,None,0,No Risk,0
2026-02-07,37,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,253,0,23.52,40.79,69.01,4,1,Stable,5.252,4.98,4.53,4.868,4.907,1.16,6.67,38.33,13.84,477.8,11.5,1.6,70450,-1,None,0,No Risk,0
2026-02-08,38,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,254,0,29.56,53.21,78.2,3,1,Stable,5.276,5.015,4.528,4.834,4.913,1.165,6.638,38.48,14.41,437.9,11.8,1.66,94339,-1,None,0,No Risk,0
2026-02-09,39,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,255,0,21.34,54.98,67.34,3,0,Stable,5.301,4.835,4.424,4.83,4.848,1.198,6.633,38.16,14.53,468.2,11.7,1.559,54010,-1,None,0,No Risk,0
2026-02-10,40,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,256,0,23.63,41.01,69.17,3,1,Stable,5.341,4.984,4.481,4.91,4.929,1.192,6.627,38.23,14.65,468.2,12.1,1.658,65141,-1,None,0,No Risk,0
2026-02-11,41,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,257,0,30.39,62.97,80.85,3,1,Stable,5.279,4.971,4.53,4.667,4.862,1.165,6.658,38.59,13.65,429.0,11.3,1.581,68780,-1,None,0,No Risk,0
2026-02-12,42,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,258,0,25.37,58.84,73.21,4,0,Stable,5.258,4.978,4.63,4.842,4.927,1.136,6.707,38.17,15.16,462.5,11.1,1.562,49117,-1,None,0,No Risk,0
2026-02-13,43,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,259,0,25.17,66.25,73.72,5,1,Stable,5.361,5.013,4.482,4.699,4.889,1.196,6.62,38.38,14.62,475.9,12.3,1.567,57156,-1,None,0,No Risk,0
2026-02-14,44,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,260,0,25.46,52.37,72.63,3,0,Stable,5.243,5.037,4.518,4.852,4.913,1.161,6.649,38.24,15.02,467.8,11.6,1.51,53391,-1,None,0,No Risk,0
2026-02-15,45,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,261,0,26.59,59.28,74.97,3,0,Stable,5.197,4.974,4.494,4.673,4.835,1.156,6.662,38.21,13.93,462.8,11.9,1.578,57098,-1,None,0,No Risk,0
2026-02-16,46,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,262,0,26.93,51.57,74.49,3,1,Stable,5.279,4.969,4.436,4.719,4.851,1.19,6.626,38.3,14.3,463.8,11.8,1.594,57937,-1,None,0,No Risk,0
2026-02-17,47,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,263,0,20.17,72.97,66.78,2,1,Stable,5.205,4.886,4.607,4.69,4.847,1.13,6.689,38.39,14.17,441.8,10.2,1.559,49562,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,264,0,21.02,44.49,66.22,5,1,Stable,5.196,5.05,4.576,4.834,4.914,1.135,6.717,38.29,14.57,456.8,11.8,1.556,44670,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,265,0,26.88,59.2,75.36,5,1,Stable,5.181,5.072,4.59,4.683,4.881,1.129,6.654,38.39,14.85,453.9,12.1,1.518,57323,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,266,0,19.77,59.47,65.45,3,0,Stable,5.252,5.07,4.424,4.709,4.864,1.187,6.712,38.22,14.35,464.3,11.5,1.443,52650,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,267,0,19.03,62.5,64.55,5,1,Stable,5.346,4.897,4.589,4.684,4.879,1.165,6.644,38.42,14.45,463.4,12.1,1.532,59602,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1223,Cattle,Jersey_Cross,4,4,268,0,24.14,58.99,71.51,4,1,Stable,5.274,5.007,4.347,4.708,4.834,1.213,6.637,38.46,14.44,486.1,11.6,1.623,71172,-1,None,0,No Risk,0
