"herd","timepoint","breed","quarter","cow_nid","parity","calving_date","DIM","SCC","DSCC","treatment","yield_tot","log_scc"
"oppio","2","crossbred",4,"oppio_939","3",2019-10-24,4,224,29,"antibiotico",7017,5.41164605185504
"oppio","2","crossbred",1,"oppio_958","3",2019-12-12,4,46,48.4,"sigillante",NA,3.8286413964891
"oppio","2","crossbred",2,"oppio_958","3",2019-12-12,4,50,41.9,"sigillante",NA,3.91202300542815
"oppio","2","crossbred",3,"oppio_958","3",2019-12-12,4,47,45.7,"sigillante",NA,3.85014760171006
"oppio","2","crossbred",4,"oppio_958","3",2019-12-12,4,1455,69,"antibiotico",NA,7.28276117960559
"oppio","2","crossbred",1,"oppio_1006","2",2019-06-22,4,48,56.7,"sigillante",7395,3.87120101090789
"oppio","2","crossbred",2,"oppio_1006","2",2019-06-22,4,479,75,"sigillante",7395,6.17170059741091
"oppio","2","crossbred",3,"oppio_1006","2",2019-06-22,4,760,80.9,"sigillante",7395,6.63331843328038
"oppio","2","crossbred",4,"oppio_1006","2",2019-06-22,4,2572,83.2,"sigillante",7395,7.85243908535751
"oppio","2","crossbred",1,"oppio_1009","2",2019-07-18,4,32,66.7,"antibiotico",9002,3.46573590279973
"oppio","2","crossbred",2,"oppio_1009","2",2019-07-18,4,23,56.6,"antibiotico",9002,3.13549421592915
"oppio","2","crossbred",4,"oppio_1009","2",2019-07-18,4,31,49.8,"antibiotico",9002,3.43398720448515
"oppio","2","crossbred",1,"oppio_1011","2",2019-06-15,4,115,58.7,"antibiotico",8580,4.74493212836325
"oppio","2","crossbred",2,"oppio_1011","2",2019-06-15,4,93,84,"antibiotico",8580,4.53259949315326
"oppio","2","crossbred",3,"oppio_1011","2",2019-06-15,4,349,64.6,"antibiotico",8580,5.85507192220243
"oppio","2","crossbred",4,"oppio_1011","2",2019-06-15,4,650,60.4,"antibiotico",8580,6.47697236288968
"oppio","2","crossbred",1,"oppio_1020","2",2019-08-08,4,70,73.3,"antibiotico",8892,4.24849524204936
"oppio","2","crossbred",2,"oppio_1020","2",2019-08-08,4,21,59.9,"antibiotico",8892,3.04452243772342
"oppio","2","crossbred",3,"oppio_1020","2",2019-08-08,4,19,50,"sigillante",8892,2.94443897916644
"oppio","2","crossbred",1,"oppio_3001","2",2019-09-13,4,479,53.2,"antibiotico",10070,6.17170059741091
"oppio","2","crossbred",2,"oppio_3001","2",2019-09-13,4,283,45.9,"antibiotico",10070,5.64544689764324
"oppio","2","crossbred",3,"oppio_3001","2",2019-09-13,4,963,54.4,"antibiotico",10070,6.87005341179813
"oppio","2","crossbred",4,"oppio_3001","2",2019-09-13,4,196,51.5,"antibiotico",10070,5.27811465923052
"oppio","2","crossbred",1,"oppio_3007","2",2019-09-20,4,14,55.2,"antibiotico",7515,2.63905732961526
"oppio","2","crossbred",2,"oppio_3007","2",2019-09-20,4,154,74.1,"antibiotico",7515,5.03695260241363
"oppio","2","crossbred",3,"oppio_3007","2",2019-09-20,4,564,74.2,"antibiotico",7515,6.33505425149806
"oppio","2","crossbred",4,"oppio_3007","2",2019-09-20,4,19,48.8,"antibiotico",7515,2.94443897916644
"oppio","2","crossbred",1,"oppio_3011","2",2019-09-13,4,64,45.3,"antibiotico",8138,4.15888308335967
"oppio","2","crossbred",2,"oppio_3011","2",2019-09-13,4,36,40.3,"antibiotico",8138,3.58351893845611
"oppio","2","crossbred",3,"oppio_3011","2",2019-09-13,4,38,49.2,"antibiotico",8138,3.63758615972639
"oppio","2","crossbred",4,"oppio_3011","2",2019-09-13,4,4973,83.6,"antibiotico",8138,8.51177855871474
"oppio","2","crossbred",1,"oppio_3023","2",2019-09-13,4,65,41.5,"antibiotico",7720,4.17438726989564
"oppio","2","crossbred",2,"oppio_3023","2",2019-09-13,4,245,64.8,"antibiotico",7720,5.50125821054473
"oppio","2","crossbred",3,"oppio_3023","2",2019-09-13,4,80,55.3,"antibiotico",7720,4.38202663467388
"oppio","2","crossbred",4,"oppio_3023","2",2019-09-13,4,105,53.4,"antibiotico",7720,4.65396035015752
"oppio","2","crossbred",1,"oppio_3028","2",2019-09-27,4,94,58,"sigillante",8944,4.54329478227
"oppio","2","crossbred",2,"oppio_3028","2",2019-09-27,4,85,60.9,"sigillante",8944,4.44265125649032
"oppio","2","crossbred",3,"oppio_3028","2",2019-09-27,4,84,61,"sigillante",8944,4.43081679884331
"oppio","2","crossbred",4,"oppio_3028","2",2019-09-27,4,84,58.6,"sigillante",8944,4.43081679884331
"oppio","2","crossbred",1,"oppio_3046","2",2019-10-24,4,169,57.1,"sigillante",3809,5.12989871492307
"oppio","2","crossbred",2,"oppio_3046","2",2019-10-24,4,156,48.8,"sigillante",3809,5.04985600724954
"oppio","2","crossbred",3,"oppio_3046","2",2019-10-24,4,101,45.9,"antibiotico",3809,4.61512051684126
"oppio","2","crossbred",4,"oppio_3046","2",2019-10-24,4,117,51.2,"sigillante",3809,4.76217393479776
"oppio","2","crossbred",1,"oppio_3060","2",2019-11-14,4,89,48.7,"antibiotico",NA,4.48863636973214
"oppio","2","crossbred",2,"oppio_3060","2",2019-11-14,4,82,44.2,"antibiotico",NA,4.40671924726425
"oppio","2","crossbred",3,"oppio_3060","2",2019-11-14,4,60,55.9,"antibiotico",NA,4.0943445622221
"oppio","2","crossbred",4,"oppio_3060","2",2019-11-14,4,54,53.9,"antibiotico",NA,3.98898404656427
"oppio","2","crossbred",1,"oppio_3070","2",2019-09-27,4,25,36.1,"sigillante",5948,3.2188758248682
"oppio","2","crossbred",2,"oppio_3070","2",2019-09-27,4,59,52,"sigillante",5948,4.07753744390572
"oppio","2","crossbred",3,"oppio_3070","2",2019-09-27,4,56,35.5,"sigillante",5948,4.02535169073515
"oppio","2","crossbred",4,"oppio_3070","2",2019-09-27,4,69,24.5,"sigillante",5948,4.23410650459726
"oppio","2","crossbred",1,"oppio_3072","2",2019-11-02,4,116,23.2,"sigillante",6291,4.75359019110636
"oppio","2","crossbred",2,"oppio_3072","2",2019-11-02,4,75,44.4,"sigillante",6291,4.31748811353631
"oppio","2","crossbred",3,"oppio_3072","2",2019-11-02,4,93,25.4,"sigillante",6291,4.53259949315326
"oppio","2","crossbred",4,"oppio_3072","2",2019-11-02,4,77,18.6,"antibiotico",6291,4.34380542185368
"oppio","2","crossbred",1,"oppio_3074","2",2019-10-24,4,368,24.9,"sigillante",4502,5.90808293816893
"oppio","2","crossbred",2,"oppio_3074","2",2019-10-24,4,620,21.4,"sigillante",4502,6.42971947803914
"oppio","2","crossbred",3,"oppio_3074","2",2019-10-24,4,483,31.4,"sigillante",4502,6.18001665365257
"oppio","2","crossbred",4,"oppio_3074","2",2019-10-24,4,717,77,"sigillante",4502,6.57507584059962
"oppio","2","crossbred",1,"oppio_3080","2",2019-12-20,4,21,44,"sigillante",NA,3.04452243772342
"oppio","2","crossbred",2,"oppio_3080","2",2019-12-20,4,32,55.7,"sigillante",NA,3.46573590279973
"oppio","2","crossbred",3,"oppio_3080","2",2019-12-20,4,55,67.1,"sigillante",NA,4.00733318523247
"oppio","2","crossbred",4,"oppio_3080","2",2019-12-20,4,37,66.9,"sigillante",NA,3.61091791264422
"oppio","2","crossbred",1,"oppio_6517","3",2019-06-01,4,299,55.7,"antibiotico",7535,5.70044357339069
"oppio","2","crossbred",3,"oppio_6517","3",2019-06-01,4,2731,78,"antibiotico",7535,7.91242312147371
"oppio","2","crossbred",4,"oppio_6517","3",2019-06-01,4,168,48.5,"antibiotico",7535,5.12396397940326
"oppio","2","crossbred",1,"oppio_6885","2",2019-08-29,4,61,40.2,"sigillante",7640,4.11087386417331
"oppio","2","crossbred",2,"oppio_6885","2",2019-08-29,4,143,67,"sigillante",7640,4.96284463025991
"oppio","2","crossbred",3,"oppio_6885","2",2019-08-29,4,54,46.6,"sigillante",7640,3.98898404656427
"oppio","2","crossbred",4,"oppio_6885","2",2019-08-29,4,126,61.1,"sigillante",7640,4.83628190695148
"oppio","2","crossbred",1,"oppio_6915","2",2019-10-17,4,66,55.2,"antibiotico",7264,4.18965474202643
"oppio","2","crossbred",2,"oppio_6915","2",2019-10-17,4,95,46.1,"antibiotico",7264,4.55387689160054
"oppio","2","crossbred",3,"oppio_6915","2",2019-10-17,4,114,34.9,"antibiotico",7264,4.7361984483945
"oppio","2","crossbred",4,"oppio_6915","2",2019-10-17,4,119,39.4,"antibiotico",7264,4.77912349311153
"oppio","2","crossbred",2,"oppio_9821","4",2019-08-29,4,149,14.1,"antibiotico",NA,5.00394630594546
"oppio","2","crossbred",3,"oppio_9821","4",2019-08-29,4,100,28.3,"antibiotico",NA,4.60517018598809
"oppio","2","crossbred",4,"oppio_9821","4",2019-08-29,4,89,26.2,"antibiotico",NA,4.48863636973214
"oppio","2","crossbred",1,"oppio_9898","4",2019-12-12,4,62,60,"sigillante",NA,4.12713438504509
"oppio","2","crossbred",2,"oppio_9898","4",2019-12-12,4,100,80,"antibiotico",NA,4.60517018598809
"oppio","2","crossbred",3,"oppio_9898","4",2019-12-12,4,7458,80.6,"antibiotico",NA,8.91704256073877
"oppio","2","crossbred",4,"oppio_9898","4",2019-12-12,4,59,63.8,"antibiotico",NA,4.07753744390572
"oppio","2","crossbred",1,"oppio_9937","4",2019-08-16,4,89,47,"antibiotico",8727,4.48863636973214
"oppio","2","crossbred",2,"oppio_9937","4",2019-08-16,4,97,51.7,"antibiotico",8727,4.57471097850338
"oppio","2","crossbred",3,"oppio_9937","4",2019-08-16,4,71,62.7,"antibiotico",8727,4.26267987704132
"oppio","2","crossbred",4,"oppio_9937","4",2019-08-16,4,48,57.6,"antibiotico",8727,3.87120101090789
"oppio","2","crossbred",1,"oppio_71","3",2019-02-08,5,90,30.8,"antibiotico",9891,4.49980967033027
"oppio","2","crossbred",2,"oppio_71","3",2019-02-08,5,157,30,"antibiotico",9891,5.05624580534831
"oppio","2","crossbred",3,"oppio_71","3",2019-02-08,5,167,39.2,"antibiotico",9891,5.11799381241676
"oppio","2","crossbred",4,"oppio_71","3",2019-02-08,5,145,32.4,"antibiotico",9891,4.97673374242057
"oppio","2","crossbred",1,"oppio_85","3",2019-08-28,5,22,35.2,"antibiotico",11486,3.09104245335832
"oppio","2","crossbred",2,"oppio_85","3",2019-08-28,5,34,44.4,"antibiotico",11486,3.52636052461616
"oppio","2","crossbred",3,"oppio_85","3",2019-08-28,5,19,52.8,"antibiotico",11486,2.94443897916644
"oppio","2","crossbred",4,"oppio_85","3",2019-08-28,5,35,42.2,"antibiotico",11486,3.55534806148941
"oppio","2","crossbred",1,"oppio_132","3",2019-06-07,5,15,41.8,"antibiotico",11183,2.70805020110221
"oppio","2","crossbred",2,"oppio_132","3",2019-06-07,5,13,47.7,"antibiotico",11183,2.56494935746154
"oppio","2","crossbred",3,"oppio_132","3",2019-06-07,5,11,41.3,"antibiotico",11183,2.39789527279837
"oppio","2","crossbred",4,"oppio_132","3",2019-06-07,5,14,39.1,"antibiotico",11183,2.63905732961526
"oppio","2","crossbred",1,"oppio_136","3",2019-12-11,5,131,74.1,"antibiotico",NA,4.87519732320115
"oppio","2","crossbred",2,"oppio_136","3",2019-12-11,5,139,77.6,"antibiotico",NA,4.93447393313069
"oppio","2","crossbred",3,"oppio_136","3",2019-12-11,5,4051,65.1,"antibiotico",NA,8.30671904320269
"oppio","2","crossbred",4,"oppio_136","3",2019-12-11,5,228,73.3,"antibiotico",NA,5.42934562895444
"oppio","2","crossbred",1,"oppio_180","3",2019-12-11,5,44,35.6,"antibiotico",NA,3.78418963391826
"oppio","2","crossbred",2,"oppio_180","3",2019-12-11,5,73,48.8,"antibiotico",NA,4.29045944114839
"oppio","2","crossbred",3,"oppio_180","3",2019-12-11,5,35,44.3,"sigillante",NA,3.55534806148941
"oppio","2","crossbred",4,"oppio_180","3",2019-12-11,5,38,54.5,"sigillante",NA,3.63758615972639
"oppio","2","crossbred",1,"oppio_204","2",2019-07-05,5,91,41.8,"antibiotico",7339,4.51085950651685
"oppio","2","crossbred",2,"oppio_204","2",2019-07-05,5,67,49.1,"antibiotico",7339,4.20469261939097
"oppio","2","crossbred",4,"oppio_204","2",2019-07-05,5,131,60.8,"antibiotico",7339,4.87519732320115
"oppio","2","crossbred",1,"oppio_227","2",2019-11-01,5,159,20.1,"antibiotico",6796,5.06890420222023
"oppio","2","crossbred",2,"oppio_227","2",2019-11-01,5,72,38.2,"antibiotico",6796,4.27666611901606
"oppio","2","crossbred",3,"oppio_227","2",2019-11-01,5,157,23,"antibiotico",6796,5.05624580534831
"oppio","2","crossbred",4,"oppio_227","2",2019-11-01,5,77,44.4,"antibiotico",6796,4.34380542185368
"oppio","2","crossbred",1,"oppio_252","2",2019-06-07,5,17,46.6,"antibiotico",9761,2.83321334405622
"oppio","2","crossbred",2,"oppio_252","2",2019-06-07,5,1854,45.6,"sigillante",9761,7.5251007461258
"oppio","2","crossbred",3,"oppio_252","2",2019-06-07,5,61,50.1,"antibiotico",9761,4.11087386417331
"oppio","2","crossbred",4,"oppio_252","2",2019-06-07,5,21,49.6,"antibiotico",9761,3.04452243772342
"oppio","2","crossbred",1,"oppio_304","2",2019-06-21,5,997,75.5,"sigillante",9573,6.90475076996184
"oppio","2","crossbred",2,"oppio_304","2",2019-06-21,5,137,20.8,"sigillante",9573,4.91998092582813
"oppio","2","crossbred",3,"oppio_304","2",2019-06-21,5,69,46.7,"antibiotico",9573,4.23410650459726
"oppio","2","crossbred",4,"oppio_304","2",2019-06-21,5,141,13.6,"antibiotico",9573,4.94875989037817
"oppio","2","crossbred",1,"oppio_313","2",2019-09-12,5,88,35.7,"antibiotico",11841,4.47733681447821
"oppio","2","crossbred",2,"oppio_313","2",2019-09-12,5,81,38.1,"antibiotico",11841,4.39444915467244
"oppio","2","crossbred",3,"oppio_313","2",2019-09-12,5,142,44.2,"antibiotico",11841,4.95582705760126
"oppio","2","crossbred",4,"oppio_313","2",2019-09-12,5,153,51.4,"antibiotico",11841,5.03043792139244
"oppio","2","crossbred",1,"oppio_326","2",2019-07-17,5,15,14.6,"sigillante",9360,2.70805020110221
"oppio","2","crossbred",3,"oppio_326","2",2019-07-17,5,25,54.1,"sigillante",9360,3.2188758248682
"oppio","2","crossbred",4,"oppio_326","2",2019-07-17,5,20,40,"antibiotico",9360,2.99573227355399
"oppio","2","crossbred",1,"oppio_706","4",2019-02-08,5,103,45.2,"antibiotico",NA,4.63472898822964
"oppio","2","crossbred",2,"oppio_706","4",2019-02-08,5,54,46.7,"antibiotico",NA,3.98898404656427
"oppio","2","crossbred",3,"oppio_706","4",2019-02-08,5,3747,76.2,"antibiotico",NA,8.22871079879369
"oppio","2","crossbred",4,"oppio_706","4",2019-02-08,5,139,67.7,"antibiotico",NA,4.93447393313069
"oppio","2","crossbred",1,"oppio_747","4",2019-02-08,5,58,28.4,"antibiotico",7278,4.06044301054642
"oppio","2","crossbred",2,"oppio_747","4",2019-02-08,5,71,26,"antibiotico",7278,4.26267987704132
"oppio","2","crossbred",3,"oppio_747","4",2019-02-08,5,225,49.7,"antibiotico",7278,5.41610040220442
"oppio","2","crossbred",4,"oppio_747","4",2019-02-08,5,76,29.6,"antibiotico",7278,4.33073334028633
"oppio","2","crossbred",1,"oppio_845","3",2019-02-08,5,232,59.7,"antibiotico",10846,5.44673737166631
"oppio","2","crossbred",2,"oppio_845","3",2019-02-08,5,172,58.6,"antibiotico",10846,5.14749447681345
"oppio","2","crossbred",4,"oppio_845","3",2019-02-08,5,113,47.4,"antibiotico",10846,4.72738781871234
"oppio","2","crossbred",1,"oppio_863","3",2019-09-26,5,1046,87.1,"antibiotico",NA,6.95272864462487
"oppio","2","crossbred",2,"oppio_863","3",2019-09-26,5,105,77.2,"antibiotico",NA,4.65396035015752
"oppio","2","crossbred",3,"oppio_863","3",2019-09-26,5,162,68.2,"antibiotico",NA,5.08759633523238
"oppio","2","crossbred",4,"oppio_863","3",2019-09-26,5,210,64.3,"antibiotico",NA,5.34710753071747
"oppio","2","crossbred",1,"oppio_874","3",2019-03-22,5,74,15.9,"sigillante",7984,4.30406509320417
"oppio","2","crossbred",2,"oppio_874","3",2019-03-22,5,189,52.1,"antibiotico",7984,5.24174701505964
"oppio","2","crossbred",3,"oppio_874","3",2019-03-22,5,54,31.8,"sigillante",7984,3.98898404656427
"oppio","2","crossbred",4,"oppio_874","3",2019-03-22,5,81,31.7,"antibiotico",7984,4.39444915467244
"oppio","2","crossbred",1,"oppio_884","3",2019-10-23,5,175,32.6,"antibiotico",9611,5.16478597392351
"oppio","2","crossbred",2,"oppio_884","3",2019-10-23,5,90,52.7,"antibiotico",9611,4.49980967033027
"oppio","2","crossbred",3,"oppio_884","3",2019-10-23,5,181,35.3,"antibiotico",9611,5.19849703126583
"oppio","2","crossbred",4,"oppio_884","3",2019-10-23,5,144,36.9,"antibiotico",9611,4.969813299576
"oppio","2","crossbred",1,"oppio_937","3",2019-09-19,5,19,64,"antibiotico",9741,2.94443897916644
"oppio","2","crossbred",2,"oppio_937","3",2019-09-19,5,38,35.6,"antibiotico",9741,3.63758615972639
"oppio","2","crossbred",3,"oppio_937","3",2019-09-19,5,20,21.5,"antibiotico",9741,2.99573227355399
"oppio","2","crossbred",4,"oppio_937","3",2019-09-19,5,28,38.6,"antibiotico",9741,3.3322045101752
"oppio","2","crossbred",1,"oppio_944","2",2019-03-15,5,12,30.8,"sigillante",8901,2.484906649788
"oppio","2","crossbred",2,"oppio_944","2",2019-03-15,5,8,61.8,"sigillante",8901,2.07944154167984
"oppio","2","crossbred",3,"oppio_944","2",2019-03-15,5,12,48.8,"sigillante",8901,2.484906649788
"oppio","2","crossbred",4,"oppio_944","2",2019-03-15,5,16,32.4,"sigillante",8901,2.77258872223978
"oppio","2","crossbred",1,"oppio_963","2",2019-01-18,5,144,37.9,"antibiotico",8892,4.969813299576
"oppio","2","crossbred",2,"oppio_963","2",2019-01-18,5,166,34.5,"antibiotico",8892,5.11198778835654
"oppio","2","crossbred",3,"oppio_963","2",2019-01-18,5,221,47.4,"antibiotico",8892,5.39816270151775
"oppio","2","crossbred",4,"oppio_963","2",2019-01-18,5,319,44.6,"antibiotico",8892,5.76519110278484
"oppio","2","crossbred",1,"oppio_994","2",2019-05-10,5,46,48,"antibiotico",9306,3.8286413964891
"oppio","2","crossbred",2,"oppio_994","2",2019-05-10,5,35,33.9,"sigillante",9306,3.55534806148941
"oppio","2","crossbred",3,"oppio_994","2",2019-05-10,5,129,34.6,"antibiotico",9306,4.85981240436167
"oppio","2","crossbred",4,"oppio_994","2",2019-05-10,5,37,51.8,"sigillante",9306,3.61091791264422
"oppio","2","crossbred",1,"oppio_1013","2",2019-06-07,5,16,56.2,"antibiotico",9312,2.77258872223978
"oppio","2","crossbred",2,"oppio_1013","2",2019-06-07,5,19,44.4,"antibiotico",9312,2.94443897916644
"oppio","2","crossbred",3,"oppio_1013","2",2019-06-07,5,19,44.9,"antibiotico",9312,2.94443897916644
"oppio","2","crossbred",4,"oppio_1013","2",2019-06-07,5,18,43.7,"antibiotico",9312,2.89037175789616
"oppio","2","crossbred",1,"oppio_3003","2",2019-10-23,5,21,37.8,"antibiotico",8908,3.04452243772342
"oppio","2","crossbred",2,"oppio_3003","2",2019-10-23,5,4276,82.7,"antibiotico",8908,8.36077327214494
"oppio","2","crossbred",3,"oppio_3003","2",2019-10-23,5,73,58.8,"antibiotico",8908,4.29045944114839
"oppio","2","crossbred",4,"oppio_3003","2",2019-10-23,5,52,69.7,"antibiotico",8908,3.95124371858143
"oppio","2","crossbred",1,"oppio_3017","2",2019-10-16,5,90,25.9,"antibiotico",7100,4.49980967033027
"oppio","2","crossbred",2,"oppio_3017","2",2019-10-16,5,82,44.5,"antibiotico",7100,4.40671924726425
"oppio","2","crossbred",3,"oppio_3017","2",2019-10-16,5,2548,74.1,"antibiotico",7100,7.84306401669205
"oppio","2","crossbred",4,"oppio_3017","2",2019-10-16,5,187,17.7,"antibiotico",7100,5.23110861685459
"oppio","2","crossbred",1,"oppio_3050","2",2019-12-19,5,26,58,"sigillante",NA,3.25809653802148
"oppio","2","crossbred",2,"oppio_3050","2",2019-12-19,5,32,65.7,"sigillante",NA,3.46573590279973
"oppio","2","crossbred",3,"oppio_3050","2",2019-12-19,5,78,65.4,"antibiotico",NA,4.35670882668959
"oppio","2","crossbred",4,"oppio_3050","2",2019-12-19,5,51,63.2,"sigillante",NA,3.93182563272433
"oppio","2","crossbred",1,"oppio_3098","2",2019-12-04,5,42,29,"sigillante",NA,3.73766961828337
"oppio","2","crossbred",2,"oppio_3098","2",2019-12-04,5,25,39,"sigillante",NA,3.2188758248682
"oppio","2","crossbred",3,"oppio_3098","2",2019-12-04,5,26,37.4,"sigillante",NA,3.25809653802148
"oppio","2","crossbred",4,"oppio_3098","2",2019-12-04,5,23,53.3,"sigillante",NA,3.13549421592915
"oppio","2","crossbred",1,"oppio_3110","2",2019-12-04,5,9,52.2,"sigillante",NA,2.19722457733622
"oppio","2","crossbred",2,"oppio_3110","2",2019-12-04,5,7,55.6,"sigillante",NA,1.94591014905531
"oppio","2","crossbred",3,"oppio_3110","2",2019-12-04,5,11,65.8,"antibiotico",NA,2.39789527279837
"oppio","2","crossbred",4,"oppio_3110","2",2019-12-04,5,7,61.4,"sigillante",NA,1.94591014905531
"oppio","2","crossbred",2,"oppio_6589","3",2019-01-25,5,17,50.5,"antibiotico",NA,2.83321334405622
"oppio","2","crossbred",3,"oppio_6589","3",2019-01-25,5,21,55.7,"antibiotico",NA,3.04452243772342
"oppio","2","crossbred",4,"oppio_6589","3",2019-01-25,5,33,54.5,"antibiotico",NA,3.49650756146648
"oppio","2","crossbred",1,"oppio_6900","2",2019-08-07,5,18,38.5,"sigillante",13243,2.89037175789616
"oppio","2","crossbred",2,"oppio_6900","2",2019-08-07,5,27,55.9,"antibiotico",13243,3.29583686600433
"oppio","2","crossbred",3,"oppio_6900","2",2019-08-07,5,15,50.5,"antibiotico",13243,2.70805020110221
"oppio","2","crossbred",4,"oppio_6900","2",2019-08-07,5,599,81.7,"antibiotico",13243,6.39526159811545
"oppio","2","crossbred",1,"oppio_6912","2",2019-08-07,5,77,47,"sigillante",11566,4.34380542185368
"oppio","2","crossbred",2,"oppio_6912","2",2019-08-07,5,49,36.7,"sigillante",11566,3.89182029811063
"oppio","2","crossbred",3,"oppio_6912","2",2019-08-07,5,71,38.9,"antibiotico",11566,4.26267987704132
"oppio","2","crossbred",4,"oppio_6912","2",2019-08-07,5,171,25.2,"sigillante",11566,5.14166355650266
"oppio","2","crossbred",1,"oppio_6917","2",2019-09-20,5,188,60.1,"antibiotico",10147,5.23644196282995
"oppio","2","crossbred",2,"oppio_6917","2",2019-09-20,5,43,32.4,"antibiotico",10147,3.76120011569356
"oppio","2","crossbred",3,"oppio_6917","2",2019-09-20,5,67,75.4,"antibiotico",10147,4.20469261939097
"oppio","2","crossbred",4,"oppio_6917","2",2019-09-20,5,879,54.4,"antibiotico",10147,6.77878489768518
"oppio","2","crossbred",1,"oppio_6924","2",2019-11-20,5,34,52.7,"sigillante",NA,3.52636052461616
"oppio","2","crossbred",2,"oppio_6924","2",2019-11-20,5,43,57.4,"sigillante",NA,3.76120011569356
"oppio","2","crossbred",3,"oppio_6924","2",2019-11-20,5,68,69.3,"sigillante",NA,4.21950770517611
"oppio","2","crossbred",4,"oppio_6924","2",2019-11-20,5,79,52.7,"antibiotico",NA,4.36944785246702
"oppio","2","crossbred",1,"oppio_9707","4",2019-05-10,5,9,34.4,"sigillante",8754,2.19722457733622
"oppio","2","crossbred",2,"oppio_9707","4",2019-05-10,5,8,50.9,"sigillante",8754,2.07944154167984
"oppio","2","crossbred",3,"oppio_9707","4",2019-05-10,5,356,84.2,"sigillante",8754,5.87493073085203
"oppio","2","crossbred",4,"oppio_9707","4",2019-05-10,5,47,59.7,"sigillante",8754,3.85014760171006
"oppio","2","crossbred",1,"oppio_9927","4",2019-11-13,5,402,63.4,"antibiotico",NA,5.99645208861902
"oppio","2","crossbred",2,"oppio_9927","4",2019-11-13,5,255,53.4,"antibiotico",NA,5.54126354515843
"oppio","2","crossbred",3,"oppio_9927","4",2019-11-13,5,94,51.4,"antibiotico",NA,4.54329478227
"oppio","2","crossbred",1,"oppio_43","3",2019-01-24,6,37,59.1,"antibiotico",NA,3.61091791264422
"oppio","2","crossbred",2,"oppio_43","3",2019-01-24,6,29,51,"antibiotico",NA,3.36729582998647
"oppio","2","crossbred",3,"oppio_43","3",2019-01-24,6,18,55.7,"antibiotico",NA,2.89037175789616
"oppio","2","crossbred",4,"oppio_43","3",2019-01-24,6,17,53.6,"antibiotico",NA,2.83321334405622
"oppio","2","crossbred",1,"oppio_59","3",2019-05-09,6,35,37.5,"antibiotico",10651,3.55534806148941
"oppio","2","crossbred",2,"oppio_59","3",2019-05-09,6,837,70,"antibiotico",10651,6.72982407048948
"oppio","2","crossbred",3,"oppio_59","3",2019-05-09,6,61,47.8,"antibiotico",10651,4.11087386417331
"oppio","2","crossbred",4,"oppio_59","3",2019-05-09,6,75,27,"antibiotico",10651,4.31748811353631
"oppio","2","crossbred",1,"oppio_141","3",2019-11-19,6,183,65.9,"antibiotico",NA,5.20948615284142
"oppio","2","crossbred",2,"oppio_141","3",2019-11-19,6,86,42.9,"antibiotico",NA,4.45434729625351
"oppio","2","crossbred",4,"oppio_141","3",2019-11-19,6,69,47.3,"antibiotico",NA,4.23410650459726
"oppio","2","crossbred",1,"oppio_164","2",2019-03-14,6,24,66.5,"antibiotico",8203,3.17805383034795
"oppio","2","crossbred",3,"oppio_164","2",2019-03-14,6,118,20.4,"sigillante",8203,4.77068462446567
"oppio","2","crossbred",4,"oppio_164","2",2019-03-14,6,55,51.6,"antibiotico",8203,4.00733318523247
"oppio","2","crossbred",1,"oppio_189","2",2019-08-27,6,39,39.8,"antibiotico",5831,3.66356164612965
"oppio","2","crossbred",2,"oppio_189","2",2019-08-27,6,312,70.5,"antibiotico",5831,5.74300318780948
"oppio","2","crossbred",3,"oppio_189","2",2019-08-27,6,37,30.8,"antibiotico",5831,3.61091791264422
"oppio","2","crossbred",4,"oppio_189","2",2019-08-27,6,352,59.4,"antibiotico",5831,5.8636311755981
"oppio","2","crossbred",1,"oppio_218","2",2019-09-11,6,80,45.5,"sigillante",7740,4.38202663467388
"oppio","2","crossbred",2,"oppio_218","2",2019-09-11,6,42,31.7,"sigillante",7740,3.73766961828337
"oppio","2","crossbred",3,"oppio_218","2",2019-09-11,6,158,40.6,"antibiotico",7740,5.06259503302697
"oppio","2","crossbred",4,"oppio_218","2",2019-09-11,6,142,46.2,"antibiotico",7740,4.95582705760126
"oppio","2","crossbred",1,"oppio_235","3",2019-12-30,6,36,74.1,"antibiotico",NA,3.58351893845611
"oppio","2","crossbred",2,"oppio_235","3",2019-12-30,6,83,44,"antibiotico",NA,4.4188406077966
"oppio","2","crossbred",3,"oppio_235","3",2019-12-30,6,111,37.8,"antibiotico",NA,4.70953020131233
"oppio","2","crossbred",4,"oppio_235","3",2019-12-30,6,58,59.4,"antibiotico",NA,4.06044301054642
"oppio","2","crossbred",1,"oppio_237","2",2019-02-07,6,39,29.5,"antibiotico",8507,3.66356164612965
"oppio","2","crossbred",2,"oppio_237","2",2019-02-07,6,129,36.4,"antibiotico",8507,4.85981240436167
"oppio","2","crossbred",3,"oppio_237","2",2019-02-07,6,15,52.4,"antibiotico",8507,2.70805020110221
"oppio","2","crossbred",4,"oppio_237","2",2019-02-07,6,31,27.3,"antibiotico",8507,3.43398720448515
"oppio","2","crossbred",1,"oppio_248","2",2019-03-21,6,68,75.7,"sigillante",9908,4.21950770517611
"oppio","2","crossbred",2,"oppio_248","2",2019-03-21,6,54,71.1,"sigillante",9908,3.98898404656427
